restaurant,street_address,city_zip,comments
Nice Green Bo Restaurant,66 Bayard St (b/t Elizabeth St & Mott St) Chinatown New York, NY 10013,Exactly what you want from a meal in China town. Cheap food that is absolutely delicious. Don't expect good service or a super fancy atmosphere. Come here...Ate lunch here last week and absolutely loved it. We had orange chicken eggplant sauteed eel and two orders of soup dumplings. Dumplings were tasty ...My bf and I were walking around Chinatown looking for something to eat. We saw all the newspaper reports outside so we decided to try this place. We... 
Bo Ky Restaurant,80 Bayard St (b/t Mulberry St & Mott St) Chinatown New York, NY 10013,Dingy drafty place but excellent broth in the wonton noodle soup. You can eat centuries of history for $5. Some dishes I just can't enjoy like tripe...this is a great restaurant in chinatown where there isn't a lot of tourist and filled with local people. fair warning the decor is absolutely not...If you love noodle soup this is the place o go! I'll never forget the yummy smell coming from the vent whenever I walk by. As a kid my mom always brought... 
Danny Ng's Place,52 Bowery Ground Floor (b/t Bayard St & Canal St) Chinatown,Love this place for authentic Chinese food Seafood fresh! Owner is wonderful!CHICKEN WITH PRESERVED CABBAGE. I know... Just try it. This place is one of my go-to places for Chinese food. You really can't go wrong.This is old school Cantonese food at its finest and located in the old Silver Palace space (one of the first big dim sum joints). Service is functional but... 
Wo Hop Restaurant,17 Mott St Basement (b/t Mosco St & Park Row) Chinatown,If you like real Chinese food then you need to visit this great place in NYC. Make sure you go to the one that is under the street level! The eggplants are...Bar none best Chinese food you will ever eat. Case closed!I was here a couple of months ago and it's been YEARS since the last time. I don't know about you but I find a certain amount of excitement taking people... 
Sanur,18 Doyers St (b/t Bowery & Chatham Sq) Chinatown New York, NY 10013,This place is not for you if you like fancy-schmancy restaurants. It's in the basement kinda old looking not dirty (but not exactly Nyonya clean) kinda...Sanur sells the most delicious authentic homemade pastry-like desserts~! *Kuih-muih = bite-sized steamed desserts They have several types: (Hope I got...Some of the dishes were OK while others were a bit disappointing. I got the vegetarian fried rice which was pretty good and a tofu curry soup but that... 
Shanghai Heping Restaurant,104 Mott St (b/t Canal St & Hester St) Chinatown New York, NY 10013,The food were average but very greasy! The Soup Dumpings were just okay I would prefer it to be less greasy but it's still less greasy than Joe's Shanghai.Delicious food and clean atmosphere. The only complaint is that when we paid our separate checks the waitress mixed up or cards and then wouldn't fix it....One practice I've adopted since moving to NYC is large group dinners often with Yelpers. We order everything off the menu. It's good and great but the food... 
Peking Duck House,28 Mott St (b/t Mosco St & Pell St) Chinatown New York, NY 10013,Other than Peking Duck.. I don't think I will recommend anything else here.. It's a very "touristy" spot where most of the tourist came here.. If you open...This is my home food. Let me start by confirming that ~ 700 years of continuous experiment refinement goes into that little plate of crispy juicy goodness...We were disappointed. I've had much better Peking Duck. We were one of only two non-Asian tables and it was obvious that we were treated differently. Our... 
Hop Shing Restaurant,9 Chatham Sq Ste 1 (b/t Mott St & Worth St) Chinatown,The cheapest/tastiest dimsum place I've been to in Chinatown! It's not as spacious as other dimsum restaurants and you might need to share a table (but...I love this place. I'd describe this place as a really really good yumcha/dim sum eatery. Sure it's normally packed early in the morning. Sure it lacks...I really wanted churng fun BUT with my first class at 10 I knew my choices for dimsum quality churng fun was limited. The Boyfriend suggested Hop Shing... 
Il Cortile,125 Mulberry St (b/t Canal St & Walker St) Chinatown New York, NY 10013,The service was good the wine wonderful the lobster ravioli to-die-for and the key lime pie scrumptious!Very good food. Liked the capellini and veal parmesan for dinner and the calamari appetizer. Salad was so so. The service was very attentive with the main...Decent food. Reasonable atmosphere. Very good waitstaff. Would go here again. 
Oriental Garden Restaurant,14 Elizabeth St (b/t Bayard St & Canal St) Chinatown New York, NY 10013,Came here a whole ago or dim sum was was pleasantly surprised. I usually frequent nom wah but decided to give this place a try. I remember that the food...Service was great and the food was above what I expect from a congee village or big dining halls like that. The only minus was that it was expensive but...I've stopped by here on occasion for Dim Sum but I was very pleased with their cooked dishes and will be ordering more in the future. Their clams with... 
China Village Restaurant,94 Baxter St (b/t Walker St & White St) Chinatown Manhattan, NY 10013,The worst Chinese restaurant I've been to in new York. I visited with my family yesterday and the wait staff were sitting at a table chatting. It was not...Shared Dim sum dry sautéed beans orange chicken and enjoyed all of them. The service was average.I've been coming to China Village for about 5 years now. I try to come down to Chinatown and try something new but all the restaurants are usually full due... 
Buddha Bodai,5 Mott St (b/t Chatham Sq & Mosco St) Chinatown New York, NY 10013,I always love coming here for dim sum. The staff is helpful and sweet. The food is cheap and delicious. The overall experience is always great. It's...I'm as far from vegetarian/vegan as they come but there are days where I don't mind not having meat or even choose not to partake in the animal. I went to...Had good time here today. fried sticky rice and Buddha bean curd rolls were awesome! dumplings Cantonese styleand thai style noodles were very good as...
