"RESTAURANT","STREET_ADDRESS","CITY_ZIP","COMMENTS"
"LA SILHOUETTE","362 WEST 53 STREET HELL'S KITCHEN NEW YORK"," NY 10019","FOOD WAS TASTY.  SERVICE WAS INTERESTING -- EARNEST BUT NOT WORLD CLASS.VERY NICE PLACE! SUPER GREAT FOOD AND EVEN BETTER SERVICE. I AM GIVING 4 STARS BECAUSE OF THE PRICE. IT HAS THREE $$$ WHEN IT SHOULD BE MORE OF A $$$$....WE WENT THERE FOR A SPECIAL OCCASION.  SINCE WE HAD TICKETS FOR THE BALLET AFTER DINNER  WE HAD TO EAT A LITTLE ON THE EARLY SIDE.  THE PLACE ONLY HAD ONE..."
"PRINT","653 11 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","PERFECT SERVICE  FRESH HEAVENLY FOOD  LUNCH SPOT EASY TO GET TO ON THE WEST SIDE. I LOVE PRINT  WOULD GO AGAIN IN A SECOND!PRINT USED TO BE THE SUPER-HAPPENING WEEKEND HOTSPOT WHEN IT WAS BRAND NEW.  CROWDED TO THE HILT  WITH A LINE UP TO THE ROOFTOP BAR.  ALAS  TIMES (AND THE...WHEN I DINED HERE  I DIDN'T REALIZE THAT IT WAS INSIDE THE INK48 HOTEL (AND UPSTAIRS PRESS LOUNGE). I FINALLY PUT IT ALL TOGETHER. INK / PRINT / PRESS...."
"Q2 THAI","788 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","THIS IS ONE OF MY PERSONAL FAVORITE LUNCH SPOTS IN HELL'S KITCHEN. THEIR DAILY LUNCH SPECIAL INCLUDES ONE APPETIZER  ONE SIDE SALAD  ONE SODA  AND ONE...NOT IMPRESSED AT ALL.  I HAD A HAIR IN MY FOOD AND DIDN'T MAKE A BIG STINK ABOUT IT SINCE I WAS WITH FRIENDS.  THE FOOD WASN'T BAD  BUT I THINK THAT JUST...I'VE BECOME VERY WARY OF RESTAURANTS THAT DON'T EXPLICITLY AIM TO SERVE GLUTEN-FREE FOODS  WHERE THE STAFF DOES NOT SPEAK GREAT ENGLISH  AND THE STAFF DON'T..."
"ORSO","322 WEST 46 STREETREET HELL'S KITCHEN NEW YORK"," NY 10036","WE DINED HERE BEFORE A SHOW BASED ON YELP REVIEWS. I SHOULD HAVE BEEN WARY OF THE REVIEWS BASED ON THE FACT THAT THIS IS A THEATER DISTRICT RESTAURANT...MET MY FAMILY HERE FOR DINNER LAST WEEK AND MY MOTHER HAD SAID - ""OH I WAS ABLE TO GET RESERVATIONS!"" WHICH MADE ME THINK IT WAS HARD TO GET IN OR...EXCELLENT FOOD GREAT SERVICE AND ROMANTIC PLACE!! WE STARTED WITH VERY NICE SURPRISE WITH ESCARGOTS (LUMACHE IN BRODETTO) COOKED IN THE WAY WE DO IN MY..."
"ASIATE","80 COLUMBUS CIR HELL'S KITCHEN NEW YORK"," NY 10019 ","AFTER TWO VISITS TO ASIATE  I'VE COME TO THINK OF THIS AS THE DEFINITION OF A FIVE-STAR RESTAURANT.  THE SERVICE BOTH TIMES HAS BEEN WONDERFUL.  ONE OF MY...MY FRIEND AND I MADE A RESERVATION FOR THE 11:45 BRUNCH.  WE WERE THE FIRST TWO TO BE SEATED.  WHEN WE ASKED FOR SEATING NEXT TO THE WINDOW  WE WERE TOLD...GREAT VIEW.  COMFORTABLE AND QUIET (THE BEST ATTRIBUTES). GOOD SERVICE.  DECENT FOOD  BUT NOT AMAZING.  WORTH TRYING AT LEAST ONCE FOR A RELAXING BRUNCH."
"DANJI","346 WEST 52 STREET HELL'S KITCHEN NEW YORK"," NY 10019","SMALL  MODERN  MINIMALIST.  DANJI OFFER CONTEMPORARY KOREAN CUISINE AT COMMUNAL TABLES.  MENUS ARE LOCATED IN THE CUSTOM DRAWERS FOR THEIR HIGH TOP TABLES ...HONESTLY I WAS SHOCKED AT HOW GOOD THE REVIEWS ON THIS RESTAURANT WERE. THIS IS THE FIRST TIME I HAVE EVER FELT THE NEED TO WRITE A YELP REVIEW SIMPLY...FOOD IS OKAY BUT NOT WORTH THE WAIT IN THE CRAMPED SPACE. THEIR SANGRIA IS REALLY GOOD THOUGH I HAVE TRIED BETTER KOREAN FOOD IN MY LIFE BUT ITS WORTH A TRY..."
"CARA MIA","654 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","BEST ITALIAN IN HELL'S KITCHEN  HANDS DOWN!!! THEIR FOOD IS FRESH  AND SOOOO TASTY. EVERYTIME I COME HERE  THE SERVICE IS GREAT. THE WINE LIST IS PRETTY...WENT TO CARA MIA FOR THE FIRST TIME LAST NIGHT FOR DINNER WITH THE GIRLS.  THE AMBIANCE WAS REALLY CUTE  BRICK WALLS  ITALIAN DECOR  CANDLES AND DIM...WHAT CAN I SAY OTHER THAN AMAZING SERVICE AND OVERALL DINING EXPERIENCE. I'VE COME HERE ON MULTIPLE OCCASIONS AND SERVICE CONSISTENTLY EXCEEDS EXPECTATIONS...."
"CHEZ JOSEPHINE","414 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","OH JEAN CLAUDE  YOU REALLY HAVE TO DO BETTER; ONE DAY YOU FALL ALL OVER ME AND THE NEXT YOU KNOW ME NOT! FOOD MORE AND MORE ERRATIC AND SERVICE NOT UP TO PAR.A GREAT FRENCH BISTRO. IN THE 1930'S STYLE.  JEAN CLAUDE THE OWNER IS A GREAT FLAMBOYANT HOST WITH A GREAT MENU!3 OF US WENT FOR LUNCH AND WAS PLEASANTLY SURPRISED BY THE PROFESSIONAL STAFF AND PIANO PLAYER! MY SISTER AND I SPLIT THE SPAGHETTI (JOSEPHINE'S FAVORITE)..."
"BANN","350 WEST 50 STREET HELL'S KITCHEN NEW YORK"," NY 10019","BBQ CHICKEN WAS AWESOME!!!! AMBIANCE WAS GREAT!I WALKED PAST HERE ONE DAY AND HAPPENED TO HAVE A CRAVING FOR KOREAN FOOD. SO WHY NOT? I ORDERED A BIBIMBAP TO GO AND WAS VERY HAPPY WITH IT. PROBABLY NOT...THE FOOD  SERVICE  AMBIANCE   & EVEN THE MUSIC WAS GREAT. WE ORDERED TUNA BBQ & SEA BASS  & BOTH CAME WITH A SPICY GREEN SALAD. WE BBQ'ED THE TUNA OURSELVES..."
"PAM REAL THAI FOOD","404 WEST 49 STREET HELL'S KITCHEN NEW YORK"," NY 10019","A GOOD GO TO PLACE FOR THAI FOOD. THEIR CRAB MEAT FRIED RICE IS DELICIOUS. I FOUND THEIR PAD KEY MAO SO MUCH MORE FLAVORFUL AND TASTIER THAN THEIR PAD SEE EIL.I THINK PAM REAL THAI IS IN AT LEAST THE TOP 5 OF AUTHENTIC THAI FOOD IN MANHATTAN. COUPLE OF HIGHLIGHTS HERE:  - I TEND TO COME LATER IN THE EVENING AND...TYPICAL FAKE 'THAI FOOD'  TOO SWEET OR SALTY. ORDERED 'HIGHLY RECOMMENDED' SOMTUM (PAPAYA SALAD)   ASKED FOR THAI SPICY  GOT SOMETHING SWEET  WITHOUT ANY..."
"LATTANZI RISTORANTE","361 WEST 46 STREET FRNT HELL'S KITCHEN NEW YORK"," NY 10036 ","ON MY FIRST NIGHT OF MOST RECENT TRIP TO MANHATTAN  I USED YELP TO LOOK UP POTENTIAL DINNER PLACES.  FOUND LATTANZI  AND THE IDEA OF JEWISH ROMAN SOUNDED...IF YOU MUST EAT ON RESTAURANT ROW  LATTANZI IS A GOOD CHOICE.  FAMILIAR FOOD AND FRIENDLY SERVICE WITHOUT BEING RUSHED.WE TRIED LATTANZI  RESTAURANT LOCATED NEAR TIMES SQUARE. WE WERE  SEATED IMMEDIATELY EVEN THOUGH WE HAD NO RESERVATIONS.THE HOST FOUND US A TABLE IN THE..."
"TRAMONTI","364 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","THE DINNER WAS GREAT  THE DRINKS WERE TASTY AND STRONG.  THE SERVICE WAS A FINE  BUT THE LOCATION WAS A BIT TIGHT!  THE ONE DOWNER WAS THE CHEESE CAKE WAS A...TYPICAL ITALIAN FARE HERE  PREPARED WELL.  THIS PLACE IS ALWAYS PACKED...SO  CALL AHEAD FOR RESERVATIONS  AND BE PREPARED TO SIT SANDWICHED BETWEEN YOUR...HEAD WAITER WAS HOMOPHOBIC."
"VICE VERSA RESTAURANT","325 WEST 51 STREET HELL'S KITCHEN NEW YORK"," NY 10019","OUR WAITER DIDN'T SHOW.  WE LEFT.  PATHETIC.  THIS RESTAURANT MAY BE TRADING ON ITS 'HISTORY'.  AFTER SITTING 10 MINUTES WITHOUT ANY SERVICE WHATSOEVER  WE...NICE  FRIENDLY RESTAURANT WITH GREAT SERVICE AND FOOD.  I LOVE SITTING AT THE BAR AND ENJOY THE FOOD AND CONVERSATIONS WITH FELLOW GUESTS AND BARTENDERS....HAVE EATEN HERE...TWENTY TIMES MAYBE  SINCE I'VE LIVED IN NYC..NEVER DISAPPOINTED ... I BELIEVE THE SAME PERSON HAS GREETED ME AT THE DOOR EACH TIME......"
"FIREBIRD RESTAURANT","365 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","I DON'T GET ALL THESE POSITIVE REVIEWS ESPECIALLY GIVEN ALL THE GREAT PLACES HERE IN MANHATTAN. THIS PLACE IS TOTALLY OVERPRICED WITH MEDIOCRE FOOD. WAIT...I LOVE FIREBIRD. I MEAN REALLY  REALLY I DO.  I HAVE ONLY EATEN A FULL MEAL THERE ONCE AND HAD THE CHICKEN KIEV. IDK WHY BUT I HAVE A HARD TIME NOT ORDERING...NICE COZY DECOR. IT DOES GIVE YOU THE FEELING OF DINING IN RUSSIA. MAKE SURE TO TRY ONE THEIR CAVIAR DISH FROM THEIR MENU. THEY PREPARE IT WITH HONEY  CREAM..."
"ROOM SERVICE","690 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","THIS WAS AN OK THAI PLACE. THE INSIDE IS PRETTY BUT THIS PLACE HAS SOME ISSUES.  FIRST  THE FOOD WAS NOTHING SPECIAL. OUR TWO GUESTS ORDERED CHICKEN PAD...WONDERFUL EXPERIENCE!  FOOD IS DELICIOUS & ARTISTICALLY PRESENTED. BEAUTIFULLY DECORATED  WITH WARMTH & CREATIVITY. A FUN & RELAXING ATMOSPHERE.GOT LOST TRYING TO GET TO A POPULAR RAMEN JOINT DUE TO FOURSQUARE GIVING WRONG DIRECTIONS & ENDED UP HERE INSTEAD. WHATEVER THO  I'M NOT EVEN MAD. THE FOOD..."
"PURE THAI COOKHOUSE","766 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","I HAD CHICKEN SATAY SKEWERS  VEGETABLE DUMPLINGS AND RICE AND THE FOOD WAS GREAT. EVERYTHING WAS TASTY AND FRESH AND THE SERVICE WAS QUICK AND FRIENDLY.THIS PLACE WAS AWESOME. PERFECT PORTION SIZES (LOOK SMALL  BUT ARE FILLING) VERY AUTHENTIC  AND FUN ATMOSPHERE.YEA! THE REMIX WAS MUCH BETTER! THIS COZY SIMPLE THAI RESTAURANT IS FILLED WITH LOCALS  TOURISTS IN TINY TWO-FERS; SITTING LINED ON AGAINST THE WALL OR AT A..."
"QI","675 8 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","LOVE THIS PLACE ! YUMMY FOOD ESPECIALLY THE CHICKEN PUFFS  SATAY  RED/GREEN/PANANG CURRIES AND PAD THAI NOODLES !  AND YES I'M AN ABSOLUTE FAN OF THEIR THAI...THE FOOD WAS EXCELLENT AT A VERY GOOD PRICE! I EXPECTED TO PAY A LOT MORE FOR THE NEIGHBORHOOD.   THE WAIT STAFF WAS LACKING BUT NOT ENOUGH TO KEEP ME FROM...WHILE IT HAS A NICE AMBIENCE  THE FOOD LEAVES SOMETHING TO BE DESIRED. A STARTER SALAD WAS SOGGY AND BLAND--LACKING ANY STRONG FLAVOR. THE DUCK CURRY DINNER..."
"TABOON","773 10 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","FANTASTIC APPETIZER PLATTER :) HUMMUS IS UNBELIEVABLE  AND BREAD EVEN BETTER - KEPT ASKING FOR MORE AND DIPPED IT IN EVERYTHING ELSE  INCLUDING THE LIGHT...ONE OF THE BEST SUNDAY BRUNCHES IN THE CITY IN MY OPINION...AND I'M A BRUNCH LOVER. DELICIOUS  TASTEFULLY PRESENTED FOOD. SORT OF MINIMALIST IN A GOOD WAY ...MY FAVORITE RESTAURANT IN NEW YORK!  THE AMAZING FOOD  THE WHITE-WASHED TABLES AND CEILING FANS  AND THE GRACIOUS SERVICE ALL COMBINE TO TRANSPORT YOU! NOT..."
"DAFNI GREEK TAVERNA","325 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","WE STUMBLED INTO THIS PLACEMMMMM - NOW I WILL NOT PRETEND TO KNOW WHAT ""REAL"" GREEK FOOD IS  BUT DAFNI'S HAS NEVER FAILED ME!! (AND I AM EITHER HERE OR ORDER FROM HERE ABOUT ONCE A...BEEN HERE A FEW TIMES.  EVERYTHING I'VE HAD HERE HAS BEEN DELICIOUS.  GREAT FOOD  GOOD SERVICE.  GYRO MEAT IS EXCELLENT."
"LA SILHOUETTE","362 WEST 53 STREET HELL'S KITCHEN NEW YORK"," NY 10019","FOOD WAS TASTY.  SERVICE WAS INTERESTING -- EARNEST BUT NOT WORLD CLASS.VERY NICE PLACE! SUPER GREAT FOOD AND EVEN BETTER SERVICE. I AM GIVING 4 STARS BECAUSE OF THE PRICE. IT HAS THREE $$$ WHEN IT SHOULD BE MORE OF A $$$$....WE WENT THERE FOR A SPECIAL OCCASION.  SINCE WE HAD TICKETS FOR THE BALLET AFTER DINNER  WE HAD TO EAT A LITTLE ON THE EARLY SIDE.  THE PLACE ONLY HAD ONE..."
"PRINT","653 11 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","PERFECT SERVICE  FRESH HEAVENLY FOOD  LUNCH SPOT EASY TO GET TO ON THE WEST SIDE. I LOVE PRINT  WOULD GO AGAIN IN A SECOND!PRINT USED TO BE THE SUPER-HAPPENING WEEKEND HOTSPOT WHEN IT WAS BRAND NEW.  CROWDED TO THE HILT  WITH A LINE UP TO THE ROOFTOP BAR.  ALAS  TIMES (AND THE...WHEN I DINED HERE  I DIDN'T REALIZE THAT IT WAS INSIDE THE INK48 HOTEL (AND UPSTAIRS PRESS LOUNGE). I FINALLY PUT IT ALL TOGETHER. INK / PRINT / PRESS...."
"Q2 THAI","788 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","THIS IS ONE OF MY PERSONAL FAVORITE LUNCH SPOTS IN HELL'S KITCHEN. THEIR DAILY LUNCH SPECIAL INCLUDES ONE APPETIZER  ONE SIDE SALAD  ONE SODA  AND ONE...NOT IMPRESSED AT ALL.  I HAD A HAIR IN MY FOOD AND DIDN'T MAKE A BIG STINK ABOUT IT SINCE I WAS WITH FRIENDS.  THE FOOD WASN'T BAD  BUT I THINK THAT JUST...I'VE BECOME VERY WARY OF RESTAURANTS THAT DON'T EXPLICITLY AIM TO SERVE GLUTEN-FREE FOODS  WHERE THE STAFF DOES NOT SPEAK GREAT ENGLISH  AND THE STAFF DON'T..."
"ORSO","322 WEST 46 STREETREET HELL'S KITCHEN NEW YORK"," NY 10036","WE DINED HERE BEFORE A SHOW BASED ON YELP REVIEWS. I SHOULD HAVE BEEN WARY OF THE REVIEWS BASED ON THE FACT THAT THIS IS A THEATER DISTRICT RESTAURANT...MET MY FAMILY HERE FOR DINNER LAST WEEK AND MY MOTHER HAD SAID - ""OH I WAS ABLE TO GET RESERVATIONS!"" WHICH MADE ME THINK IT WAS HARD TO GET IN OR...EXCELLENT FOOD GREAT SERVICE AND ROMANTIC PLACE!! WE STARTED WITH VERY NICE SURPRISE WITH ESCARGOTS (LUMACHE IN BRODETTO) COOKED IN THE WAY WE DO IN MY..."
"ASIATE","80 COLUMBUS CIR HELL'S KITCHEN NEW YORK"," NY 10019 ","AFTER TWO VISITS TO ASIATE  I'VE COME TO THINK OF THIS AS THE DEFINITION OF A FIVE-STAR RESTAURANT.  THE SERVICE BOTH TIMES HAS BEEN WONDERFUL.  ONE OF MY...MY FRIEND AND I MADE A RESERVATION FOR THE 11:45 BRUNCH.  WE WERE THE FIRST TWO TO BE SEATED.  WHEN WE ASKED FOR SEATING NEXT TO THE WINDOW  WE WERE TOLD...GREAT VIEW.  COMFORTABLE AND QUIET (THE BEST ATTRIBUTES). GOOD SERVICE.  DECENT FOOD  BUT NOT AMAZING.  WORTH TRYING AT LEAST ONCE FOR A RELAXING BRUNCH."
"DANJI","346 WEST 52 STREET HELL'S KITCHEN NEW YORK"," NY 10019","SMALL  MODERN  MINIMALIST.  DANJI OFFER CONTEMPORARY KOREAN CUISINE AT COMMUNAL TABLES.  MENUS ARE LOCATED IN THE CUSTOM DRAWERS FOR THEIR HIGH TOP TABLES ...HONESTLY I WAS SHOCKED AT HOW GOOD THE REVIEWS ON THIS RESTAURANT WERE. THIS IS THE FIRST TIME I HAVE EVER FELT THE NEED TO WRITE A YELP REVIEW SIMPLY...FOOD IS OKAY BUT NOT WORTH THE WAIT IN THE CRAMPED SPACE. THEIR SANGRIA IS REALLY GOOD THOUGH I HAVE TRIED BETTER KOREAN FOOD IN MY LIFE BUT ITS WORTH A TRY..."
"CARA MIA","654 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","BEST ITALIAN IN HELL'S KITCHEN  HANDS DOWN!!! THEIR FOOD IS FRESH  AND SOOOO TASTY. EVERYTIME I COME HERE  THE SERVICE IS GREAT. THE WINE LIST IS PRETTY...WENT TO CARA MIA FOR THE FIRST TIME LAST NIGHT FOR DINNER WITH THE GIRLS.  THE AMBIANCE WAS REALLY CUTE  BRICK WALLS  ITALIAN DECOR  CANDLES AND DIM...WHAT CAN I SAY OTHER THAN AMAZING SERVICE AND OVERALL DINING EXPERIENCE. I'VE COME HERE ON MULTIPLE OCCASIONS AND SERVICE CONSISTENTLY EXCEEDS EXPECTATIONS...."
"CHEZ JOSEPHINE","414 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","OH JEAN CLAUDE  YOU REALLY HAVE TO DO BETTER; ONE DAY YOU FALL ALL OVER ME AND THE NEXT YOU KNOW ME NOT! FOOD MORE AND MORE ERRATIC AND SERVICE NOT UP TO PAR.A GREAT FRENCH BISTRO. IN THE 1930'S STYLE.  JEAN CLAUDE THE OWNER IS A GREAT FLAMBOYANT HOST WITH A GREAT MENU!3 OF US WENT FOR LUNCH AND WAS PLEASANTLY SURPRISED BY THE PROFESSIONAL STAFF AND PIANO PLAYER! MY SISTER AND I SPLIT THE SPAGHETTI (JOSEPHINE'S FAVORITE)..."
"BANN","350 WEST 50 STREET HELL'S KITCHEN NEW YORK"," NY 10019","BBQ CHICKEN WAS AWESOME!!!! AMBIANCE WAS GREAT!I WALKED PAST HERE ONE DAY AND HAPPENED TO HAVE A CRAVING FOR KOREAN FOOD. SO WHY NOT? I ORDERED A BIBIMBAP TO GO AND WAS VERY HAPPY WITH IT. PROBABLY NOT...THE FOOD  SERVICE  AMBIANCE   & EVEN THE MUSIC WAS GREAT. WE ORDERED TUNA BBQ & SEA BASS  & BOTH CAME WITH A SPICY GREEN SALAD. WE BBQ'ED THE TUNA OURSELVES..."
"PAM REAL THAI FOOD","404 WEST 49 STREET HELL'S KITCHEN NEW YORK"," NY 10019","A GOOD GO TO PLACE FOR THAI FOOD. THEIR CRAB MEAT FRIED RICE IS DELICIOUS. I FOUND THEIR PAD KEY MAO SO MUCH MORE FLAVORFUL AND TASTIER THAN THEIR PAD SEE EIL.I THINK PAM REAL THAI IS IN AT LEAST THE TOP 5 OF AUTHENTIC THAI FOOD IN MANHATTAN. COUPLE OF HIGHLIGHTS HERE:  - I TEND TO COME LATER IN THE EVENING AND...TYPICAL FAKE 'THAI FOOD'  TOO SWEET OR SALTY. ORDERED 'HIGHLY RECOMMENDED' SOMTUM (PAPAYA SALAD)   ASKED FOR THAI SPICY  GOT SOMETHING SWEET  WITHOUT ANY..."
"LATTANZI RISTORANTE","361 WEST 46 STREET FRNT HELL'S KITCHEN NEW YORK"," NY 10036 ","ON MY FIRST NIGHT OF MOST RECENT TRIP TO MANHATTAN  I USED YELP TO LOOK UP POTENTIAL DINNER PLACES.  FOUND LATTANZI  AND THE IDEA OF JEWISH ROMAN SOUNDED...IF YOU MUST EAT ON RESTAURANT ROW  LATTANZI IS A GOOD CHOICE.  FAMILIAR FOOD AND FRIENDLY SERVICE WITHOUT BEING RUSHED.WE TRIED LATTANZI  RESTAURANT LOCATED NEAR TIMES SQUARE. WE WERE  SEATED IMMEDIATELY EVEN THOUGH WE HAD NO RESERVATIONS.THE HOST FOUND US A TABLE IN THE..."
"RIO & YOU","328 WEST 45 AT 8 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036 ","I'VE ALWAYS ENJOY THE INTIMATE AND WARM WELCOME I GET WHEN DINING OUT AT SUSHI RESTAURANTS. THIS ONE IS NO DIFFERENT.   WE HAD SEVERAL DISHES BEFORE OUR...AFTER ALMOST 20 YEARS IN NYC I WAS GETTING TIRED OF SAME OLD SAME OLD JAPANESE RESTAURANTS. RIO & YOU WAS A BREATH OF FRESH AIR--DELICIOUS FOOD  AUTHENTIC...WE WERE LOOKING FOR A GOOD JAPANESE RESTAURANT IN THE AREA NEAR CENTRAL PARK AND IT WAS ABOUT 10 BLOCKS.  THE FOOD WAS TASTY.  OUR DINNER STARTED OUT WITH..."
"VICE VERSA RESTAURANT","325 WEST 51 STREET HELL'S KITCHEN NEW YORK"," NY 10019","OUR WAITER DIDN'T SHOW.  WE LEFT.  PATHETIC.  THIS RESTAURANT MAY BE TRADING ON ITS 'HISTORY'.  AFTER SITTING 10 MINUTES WITHOUT ANY SERVICE WHATSOEVER  WE...NICE  FRIENDLY RESTAURANT WITH GREAT SERVICE AND FOOD.  I LOVE SITTING AT THE BAR AND ENJOY THE FOOD AND CONVERSATIONS WITH FELLOW GUESTS AND BARTENDERS....HAVE EATEN HERE...TWENTY TIMES MAYBE  SINCE I'VE LIVED IN NYC..NEVER DISAPPOINTED ... I BELIEVE THE SAME PERSON HAS GREETED ME AT THE DOOR EACH TIME......"
"FIREBIRD RESTAURANT","365 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","I DON'T GET ALL THESE POSITIVE REVIEWS ESPECIALLY GIVEN ALL THE GREAT PLACES HERE IN MANHATTAN. THIS PLACE IS TOTALLY OVERPRICED WITH MEDIOCRE FOOD. WAIT...I LOVE FIREBIRD. I MEAN REALLY  REALLY I DO.  I HAVE ONLY EATEN A FULL MEAL THERE ONCE AND HAD THE CHICKEN KIEV. IDK WHY BUT I HAVE A HARD TIME NOT ORDERING...NICE COZY DECOR. IT DOES GIVE YOU THE FEELING OF DINING IN RUSSIA. MAKE SURE TO TRY ONE THEIR CAVIAR DISH FROM THEIR MENU. THEY PREPARE IT WITH HONEY  CREAM..."
"ROOM SERVICE","690 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","THIS WAS AN OK THAI PLACE. THE INSIDE IS PRETTY BUT THIS PLACE HAS SOME ISSUES.  FIRST  THE FOOD WAS NOTHING SPECIAL. OUR TWO GUESTS ORDERED CHICKEN PAD...WONDERFUL EXPERIENCE!  FOOD IS DELICIOUS & ARTISTICALLY PRESENTED. BEAUTIFULLY DECORATED  WITH WARMTH & CREATIVITY. A FUN & RELAXING ATMOSPHERE.GOT LOST TRYING TO GET TO A POPULAR RAMEN JOINT DUE TO FOURSQUARE GIVING WRONG DIRECTIONS & ENDED UP HERE INSTEAD. WHATEVER THO  I'M NOT EVEN MAD. THE FOOD..."
"PURE THAI COOKHOUSE","766 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","I HAD CHICKEN SATAY SKEWERS  VEGETABLE DUMPLINGS AND RICE AND THE FOOD WAS GREAT. EVERYTHING WAS TASTY AND FRESH AND THE SERVICE WAS QUICK AND FRIENDLY.THIS PLACE WAS AWESOME. PERFECT PORTION SIZES (LOOK SMALL  BUT ARE FILLING) VERY AUTHENTIC  AND FUN ATMOSPHERE.YEA! THE REMIX WAS MUCH BETTER! THIS COZY SIMPLE THAI RESTAURANT IS FILLED WITH LOCALS  TOURISTS IN TINY TWO-FERS; SITTING LINED ON AGAINST THE WALL OR AT A..."
"QI","675 8 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","LOVE THIS PLACE ! YUMMY FOOD ESPECIALLY THE CHICKEN PUFFS  SATAY  RED/GREEN/PANANG CURRIES AND PAD THAI NOODLES !  AND YES I'M AN ABSOLUTE FAN OF THEIR THAI...THE FOOD WAS EXCELLENT AT A VERY GOOD PRICE! I EXPECTED TO PAY A LOT MORE FOR THE NEIGHBORHOOD.   THE WAIT STAFF WAS LACKING BUT NOT ENOUGH TO KEEP ME FROM...WHILE IT HAS A NICE AMBIENCE  THE FOOD LEAVES SOMETHING TO BE DESIRED. A STARTER SALAD WAS SOGGY AND BLAND--LACKING ANY STRONG FLAVOR. THE DUCK CURRY DINNER..."
"TABOON","773 10 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","FANTASTIC APPETIZER PLATTER :) HUMMUS IS UNBELIEVABLE  AND BREAD EVEN BETTER - KEPT ASKING FOR MORE AND DIPPED IT IN EVERYTHING ELSE  INCLUDING THE LIGHT...ONE OF THE BEST SUNDAY BRUNCHES IN THE CITY IN MY OPINION...AND I'M A BRUNCH LOVER. DELICIOUS  TASTEFULLY PRESENTED FOOD. SORT OF MINIMALIST IN A GOOD WAY ...MY FAVORITE RESTAURANT IN NEW YORK!  THE AMAZING FOOD  THE WHITE-WASHED TABLES AND CEILING FANS  AND THE GRACIOUS SERVICE ALL COMBINE TO TRANSPORT YOU! NOT..."
"DAFNI GREEK TAVERNA","325 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","WE STUMBLED INTO THIS PLACEMMMMM - NOW I WILL NOT PRETEND TO KNOW WHAT ""REAL"" GREEK FOOD IS  BUT DAFNI'S HAS NEVER FAILED ME!! (AND I AM EITHER HERE OR ORDER FROM HERE ABOUT ONCE A...BEEN HERE A FEW TIMES.  EVERYTHING I'VE HAD HERE HAS BEEN DELICIOUS.  GREAT FOOD  GOOD SERVICE.  GYRO MEAT IS EXCELLENT."
"LA SILHOUETTE","362 WEST 53 STREET HELL'S KITCHEN NEW YORK"," NY 10019","FOOD WAS TASTY.  SERVICE WAS INTERESTING -- EARNEST BUT NOT WORLD CLASS.VERY NICE PLACE! SUPER GREAT FOOD AND EVEN BETTER SERVICE. I AM GIVING 4 STARS BECAUSE OF THE PRICE. IT HAS THREE $$$ WHEN IT SHOULD BE MORE OF A $$$$....WE WENT THERE FOR A SPECIAL OCCASION.  SINCE WE HAD TICKETS FOR THE BALLET AFTER DINNER  WE HAD TO EAT A LITTLE ON THE EARLY SIDE.  THE PLACE ONLY HAD ONE..."
"PRINT","653 11 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","PERFECT SERVICE  FRESH HEAVENLY FOOD  LUNCH SPOT EASY TO GET TO ON THE WEST SIDE. I LOVE PRINT  WOULD GO AGAIN IN A SECOND!PRINT USED TO BE THE SUPER-HAPPENING WEEKEND HOTSPOT WHEN IT WAS BRAND NEW.  CROWDED TO THE HILT  WITH A LINE UP TO THE ROOFTOP BAR.  ALAS  TIMES (AND THE...WHEN I DINED HERE  I DIDN'T REALIZE THAT IT WAS INSIDE THE INK48 HOTEL (AND UPSTAIRS PRESS LOUNGE). I FINALLY PUT IT ALL TOGETHER. INK / PRINT / PRESS...."
